pk_report_stock_balance,sort_key_report_stock_balance,c_des1,c_des2,diff_day,docno,first_recdate,GSI_ItemDate_Doc,GSI_PreEvent2,GSI_Wh_Prein_Item_Date_Doc,GSI_Whcode,itemcode,itemno,maincode,pre_event2,qtybal,qtyin,qtyout,seriesno,unitname,whcode
MG3#2021001#I-2021001-00061#132#1#FGFL0020100100,MG3#2021001#I-2021001-00061#132#1#FGFL0020100100,Armstrong Pastell Conductive,2.2mm 1.83x25M @ 45.75sqm,587,I-2021001-00061,2024-02-15,FGFL0020100100#2024-02-15#I-2021001-00061#132#1,2021001,2021001#FGFL0020100100#2024-02-15#I-2021001-00061#132#1,001,FGFL0020100100,132,MG3,2021001,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#216#1#FGFL0020100100,MG5#2021004#I-2021004-00085#216#1#FGFL0020100100,Armstrong Pastell Conductive,2.2mm 1.83x25M @ 45.75sqm,586,I-2021004-00085,2024-02-16,FGFL0020100100#2024-02-16#I-2021004-00085#216#1,2021004,2021004#FGFL0020100100#2024-02-16#I-2021004-00085#216#1,001,FGFL0020100100,216,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#111#1#9GFL0010300202,MG5#2021004#I-2021004-00085#111#1#9GFL0010300202,ARMALON NG,"""2MM GAUGE, 1.83M WIDE""",586,I-2021004-00085,2024-02-16,9GFL0010300202#2024-02-16#I-2021004-00085#111#1,2021004,2021004#9GFL0010300202#2024-02-16#I-2021004-00085#111#1,001,9GFL0010300202,111,MG5,2021004,89,89,0,1,SQM,001
MG3#2021001#I-2021001-00061#376#1#A1000100100000,MG3#2021001#I-2021001-00061#376#1#A1000100100000,ที่ดิน,ที่ดิน (Spec),587,I-2021001-00061,2024-02-15,A1000100100000#2024-02-15#I-2021001-00061#376#1,2021001,2021001#A1000100100000#2024-02-15#I-2021001-00061#376#1,001,A1000100100000,376,MG3,2021001,89,89,0,1,ไร่,001
MG5#2021004#I-2021004-00085#204#1#FGFL0020100100,MG5#2021004#I-2021004-00085#204#1#FGFL0020100100,Armstrong Pastell Conductive,2.2mm 1.83x25M @ 45.75sqm,586,I-2021004-00085,2024-02-16,FGFL0020100100#2024-02-16#I-2021004-00085#204#1,2021004,2021004#FGFL0020100100#2024-02-16#I-2021004-00085#204#1,001,FGFL0020100100,204,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#277#1#9GFL0025100202,MG5#2021004#I-2021004-00085#277#1#9GFL0025100202,IMPERIAL TEXTURE,"""12 """"X12 """"X3/32 """"""",586,I-2021004-00085,2024-02-16,9GFL0025100202#2024-02-16#I-2021004-00085#277#1,2021004,2021004#9GFL0025100202#2024-02-16#I-2021004-00085#277#1,001,9GFL0025100202,277,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#144#1#FGFL0020100100,MG5#2021004#I-2021004-00085#144#1#FGFL0020100100,Armstrong Pastell Conductive,2.2mm 1.83x25M @ 45.75sqm,586,I-2021004-00085,2024-02-16,FGFL0020100100#2024-02-16#I-2021004-00085#144#1,2021004,2021004#FGFL0020100100#2024-02-16#I-2021004-00085#144#1,001,FGFL0020100100,144,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#406#1#9GFL0010300202,MG5#2021004#I-2021004-00085#406#1#9GFL0010300202,ARMALON NG,"""2MM GAUGE, 1.83M WIDE""",586,I-2021004-00085,2024-02-16,9GFL0010300202#2024-02-16#I-2021004-00085#406#1,2021004,2021004#9GFL0010300202#2024-02-16#I-2021004-00085#406#1,001,9GFL0010300202,406,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#159#1#9GFL0010300202,MG5#2021004#I-2021004-00085#159#1#9GFL0010300202,ARMALON NG,"""2MM GAUGE, 1.83M WIDE""",586,I-2021004-00085,2024-02-16,9GFL0010300202#2024-02-16#I-2021004-00085#159#1,2021004,2021004#9GFL0010300202#2024-02-16#I-2021004-00085#159#1,001,9GFL0010300202,159,MG5,2021004,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#114#1#9GFL0025100202,MG5#2021004#I-2021004-00085#114#1#9GFL0025100202,IMPERIAL TEXTURE,"""12 """"X12 """"X3/32 """"""",586,I-2021004-00085,2024-02-16,9GFL0025100202#2024-02-16#I-2021004-00085#114#1,2021004,2021004#9GFL0025100202#2024-02-16#I-2021004-00085#114#1,001,9GFL0025100202,114,MG5,2021004,89,89,0,1,SQM,001
MG3#2021001#I-2021001-00061#430#1#9GFL0010300202,MG3#2021001#I-2021001-00061#430#1#9GFL0010300202,ARMALON NG,"""2MM GAUGE, 1.83M WIDE""",587,I-2021001-00061,2024-02-15,9GFL0010300202#2024-02-15#I-2021001-00061#430#1,2021001,2021001#9GFL0010300202#2024-02-15#I-2021001-00061#430#1,001,9GFL0010300202,430,MG3,2021001,89,89,0,1,SQM,001
MG5#2021004#I-2021004-00085#24#1#FGFL0020100100,MG5#2021004#I-2021004-00085#24#1#FGFL0020100100,Armstrong Pastell Conductive,2.2mm 1.83x25M @ 45.75sqm,586,I-2021004-00085,2024-02-16,FGFL0020100100#2024-02-16#I-2021004-00085#24#1,2021004,2021004#FGFL0020100100#2024-02-16#I-2021004-00085#24#1,001,FGFL0020100100,24,MG5,2021004,89,89,0,1,SQM,001
MG3#2021001#I-2021001-00061#355#1#9GFL0025100202,MG3#2021001#I-2021001-00061#355#1#9GFL0025100202,IMPERIAL TEXTURE,"""12 """"X12 """"X3/32 """"""",587,I-2021001-00061,2024-02-15,9GFL0025100202#2024-02-15#I-2021001-00061#355#1,2021001,2021001#9GFL0025100202#2024-02-15#I-2021001-00061#355#1,001,9GFL0025100202,355,MG3,2021001,89,89,0,1,SQM,001
MG1#2021005#I-2021005-00029#2#1#P2100100100200,MG1#2021005#I-2021005-00029#2#1#P2100100100200,ไม้ยูคาลิปตัส,"""ขนาด 1 1/2""""ยาว 3.00 ม.""",1694,I-2021005-00029,2021-02-03,P2100100100200#2021-02-03#I-2021005-00029#2#1,2021005,2021005#P2100100100200#2021-02-03#I-2021005-00029#2#1,001,P2100100100200,2,MG1,2021005,90,90,0,1,ท่อน,001
MG1#2022040#I-2022040-00006#5#1#A1050104000000,MG1#2022040#I-2022040-00006#5#1#A1050104000000,เครื่องดัดเหล็ก (Bender),,1146,I-2022040-00006,2022-08-05,A1050104000000#2022-08-05#I-2022040-00006#5#1,2022040,2022040#A1050104000000#2022-08-05#I-2022040-00006#5#1,001,A1050104000000,5,MG1,2022040,99.9445,100,0.0555,1,เครื่อง,001
MG1#2021005#T-2021005-00005#1#1#P4100100100000,MG1#2021005#T-2021005-00005#1#1#P4100100100000,หญ้านวลน้อย,,1721,T-2021005-00005,2021-01-07,P4100100100000#2021-01-07#T-2021005-00005#1#1,2021005,2021005#P4100100100000#2021-01-07#T-2021005-00005#1#1,001,P4100100100000,1,MG1,2021005,100,100,0,1,ตร.ม.,001
MG5#2021004#I-2021004-00095#2#1#P1000100100104,MG5#2021004#I-2021004-00095#2#1#P1000100100104,คอนกรีตหยาบ,spec/size,504,I-2021004-00095,2024-05-08,P1000100100104#2024-05-08#I-2021004-00095#2#1,2021004,2021004#P1000100100104#2024-05-08#I-2021004-00095#2#1,001,P1000100100104,2,MG5,2021004,138,140,2,1,ก้อน,001
MG3#2021001#I-2021001-00037#1#1#P3801000300100,MG3#2021001#I-2021001-00037#1#1#P3801000300100,Matix ไฟสัญญาณ,สีส้มและใส AM5062B,1692,I-2021001-00037,2021-02-05,P3801000300100#2021-02-05#I-2021001-00037#1#1,2021001,2021001#P3801000300100#2021-02-05#I-2021001-00037#1#1,SITE,P3801000300100,1,MG3,2021001,150,150,0,1,ตัว,SITE
MG1#2021058#I-2021058-00001#1#1#B1050100300000,MG1#2021058#I-2021058-00001#1#1#B1050100300000,สร้างแล้วลบ,MG1,651,I-2021058-00001,2023-12-13,B1050100300000#2023-12-13#I-2021058-00001#1#1,2021058,2021058#B1050100300000#2023-12-13#I-2021058-00001#1#1,WH001,B1050100300000,1,MG1,2021058,182,200,18,1,ครั้ง,WH001
MG1#2022014#I-2022014-00003#2#1#P3600100900101,MG1#2022014#I-2022014-00003#2#1#P3600100900101,สีย้อมไม้,TOA WoodStain ชนิดด้าน Deckingstain D-01,1294,I-2022014-00003,2022-03-10,P3600100900101#2022-03-10#I-2022014-00003#2#1,2022014,2022014#P3600100900101#2022-03-10#I-2022014-00003#2#1,010,P3600100900101,2,MG1,2022014,197,200,3,1,ถัง,010
MG1#2021093#I-2021093-00602#43#1#P1100100501600,MG1#2021093#I-2021093-00602#43#1#P1100100501600,เหล็กรางน้ำ,150x75x9x12.5 mm.,91,I-2021093-00602,2025-06-25,P1100100501600#2025-06-25#I-2021093-00602#43#1,2021093,2021093#P1100100501600#2025-06-25#I-2021093-00602#43#1,001,P1100100501600,43,MG1,2021093,199,200,1,1,เส้น,001
MG1#2021093#I-2021093-00602#133#1#P1100100705900,MG1#2021093#I-2021093-00602#133#1#P1100100705900,เหล็ก WF,250x175x7x11 mm.9 m./เส้น,91,I-2021093-00602,2025-06-25,P1100100705900#2025-06-25#I-2021093-00602#133#1,2021093,2021093#P1100100705900#2025-06-25#I-2021093-00602#133#1,001,P1100100705900,133,MG1,2021093,199,200,1,1,เส้น,001
MG1#2021093#I-2021093-00602#45#1#P1100100501800,MG1#2021093#I-2021093-00602#45#1#P1100100501800,เหล็กรางน้ำ,180x75x7x10mm.,91,I-2021093-00602,2025-06-25,P1100100501800#2025-06-25#I-2021093-00602#45#1,2021093,2021093#P1100100501800#2025-06-25#I-2021093-00602#45#1,001,P1100100501800,45,MG1,2021093,199,200,1,1,เส้น,001
MG1#2021093#I-2021093-00559#1#1#P2400102702100,MG1#2021093#I-2021093-00559#1#1#P2400102702100,ดอกสว่าน,ดอกสว่านเจาะปูน ขนาด 12 มม.,317,I-2021093-00559,2024-11-11,P2400102702100#2024-11-11#I-2021093-00559#1#1,2021093,2021093#P2400102702100#2024-11-11#I-2021093-00559#1#1,001,P2400102702100,1,MG1,2021093,239,250,11,1,ดอก,001
MG3#2021002#I-2021002-00004#2#1#P2100100800201,MG3#2021002#I-2021002-00004#2#1#P2100100800201,ไม้ระแนง,"""ขนาด 1""""x6""""ยาว 5.00 ม.""",587,I-2021002-00004,2024-02-15,P2100100800201#2024-02-15#I-2021002-00004#2#1,2021002,2021002#P2100100800201#2024-02-15#I-2021002-00004#2#1,SITE,P2100100800201,2,MG3,2021002,250,250,0,1,แผ่น12345,SITE
MG1#2021017#I-2021017-00001#3#1#PB101800100001,MG1#2021017#I-2021017-00001#3#1#PB101800100001,กระดาษกาว,,1373,I-2021017-00001,2021-12-21,PB101800100001#2021-12-21#I-2021017-00001#3#1,2021017,2021017#PB101800100001#2021-12-21#I-2021017-00001#3#1,001,PB101800100001,3,MG1,2021017,290,300,10,1,ม้วน,001
MG1#2021124#I-2021124-00003#1#1#P3450100200000,MG1#2021124#I-2021124-00003#1#1#P3450100200000,วงกบประตูไม้สัก,,846,I-2021124-00003,2023-06-01,P3450100200000#2023-06-01#I-2021124-00003#1#1,2021124,2021124#P3450100200000#2023-06-01#I-2021124-00003#1#1,WH01,P3450100200000,1,MG1,2021124,454,500,46,1,ชุด/set,WH01
MG1#0234304#I-0234304-00001#1#1#10300010200202,MG1#0234304#I-0234304-00001#1#1#10300010200202,ฝ้าแขวน,แบบสี่เหลี่ยม,681,I-0234304-00001,2023-11-13,10300010200202#2023-11-13#I-0234304-00001#1#1,0234304,0234304#10300010200202#2023-11-13#I-0234304-00001#1#1,0001,10300010200202,1,MG1,0234304,933.58,934.58,1,1,แผ่น12345,0001
MG5#2023004#I-2023004-00005#72#1#FGFL0020700002,MG5#2023004#I-2023004-00005#72#1#FGFL0020700002,Armstrong Solid Color Weld Rod,2mm 2x20m@40sqm,744,I-2023004-00005,2023-09-11,FGFL0020700002#2023-09-11#I-2023004-00005#72#1,2023004,2023004#FGFL0020700002#2023-09-11#I-2023004-00005#72#1,WH-FG,FGFL0020700002,72,MG5,2023004,1000,1000,0,1,SQM,WH-FG
MG1#2019002#I-2019002-00019#1#1#P1050100100500,MG1#2019002#I-2019002-00019#1#1#P1050100100500,เหล็กเส้นกลม test,SR 24 RB15mm. ยาว 10.00 m.,700,I-2019002-00019,2023-10-25,P1050100100500#2023-10-25#I-2019002-00019#1#1,2019002,2019002#P1050100100500#2023-10-25#I-2019002-00019#1#1,001,P1050100100500,1,MG1,2019002,1500,1500,0,1,เส้น,001
MG3#2021001#I-2021001-00067#100#1#P3801000300100,MG3#2021001#I-2021001-00067#100#1#P3801000300100,Matix ไฟสัญญาณ,สีส้มและใส AM5062B,357,I-2021001-00067,2024-10-02,P3801000300100#2024-10-02#I-2021001-00067#100#1,2021001,2021001#P3801000300100#2024-10-02#I-2021001-00067#100#1,SITE,P3801000300100,100,MG3,2021001,10000,10000,0,1,ตัว,SITE
